artist,title,lines,words,total_LQI,codeswitch_score,repetition_score,cadence_text_score,rhyme,internal,chain,multi_dens,compound_dens,holorime_dens,syl_density,syl_weight,alliteration,assonance,consonance,onomatopoeia,vocab,wordplay,simile,metaphor,pun,entendre,english,codeswitch,repetition,cadence_var,coherence_cosine,theme_cosine,pairwise_spread,mean_surprisal_nats,callback_cosine
Brodha V,Aigiri Nandini,170,948,44.26,45.44,10.36,77.1,43.14,100.0,30.48,40.0,0.0,0.0,95.0,91.4,99.78,86.38,100.0,0.0,78.73,0.0,0.0,0.0,0.0,0.0,18.33,18.82,2.37,47.1,0.5162,0.7384,0.4624,7.5082,0.9422
Brodha V,Flex,21,162,39.89,94.71,90.0,76.38,49.44,78.43,0.0,14.29,0.0,0.0,88.25,75.83,94.23,88.46,90.36,0.0,78.46,66.07,0.0,0.0,9.52,4.76,32.79,76.19,40.0,46.38,0.6145,0.7477,0.4629,7.6906,0.7339
Brodha V,Forever,74,644,32.41,89.05,0.0,90.28,19.01,50.93,0.0,5.41,0.0,0.0,87.99,80.43,81.99,60.36,88.67,10.81,97.26,83.94,13.51,1.35,2.7,8.11,78.27,54.05,0.0,61.14,0.2379,0.4549,0.8065,4.9346,0.4303
Brodha V,Ready Steady Po,59,445,31.55,73.98,30.17,98.48,11.25,23.26,0.0,3.39,0.0,0.0,66.1,43.12,86.84,44.27,58.26,78.26,57.0,12.43,3.39,0.0,0.0,0.0,75.34,38.98,6.9,93.91,0.3466,0.5921,0.6607,5.3311,0.7458
Brodha V,Vainko,88,515,31.56,59.85,42.92,91.39,12.97,22.6,0.0,4.71,0.0,0.0,61.45,51.82,43.46,53.55,59.24,0.0,75.08,59.66,8.24,3.53,0.0,5.88,64.31,27.06,10.71,65.58,0.2875,0.5001,0.7626,4.4673,0.5475
Calm,Bam Bam,27,239,38.74,94.24,16.83,93.97,27.84,86.42,0.0,7.41,0.0,0.0,85.93,50.2,100.0,54.41,78.21,100.0,60.51,11.27,0.0,0.0,0.0,3.7,60.45,74.07,3.85,75.87,0.5241,0.7367,0.4748,5.6201,0.8184
Calm,Ringtone,86,500,35.96,73.37,20.59,79.78,14.34,20.41,0.0,4.65,0.0,0.0,65.21,63.73,59.71,80.71,82.62,0.0,56.67,23.33,0.0,0.0,3.49,0.0,33.12,38.37,4.71,49.78,0.5557,0.7088,0.506,7.587,0.827
CarryMinati,Date Kar Le,48,275,39.42,92.59,0.0,54.06,20.48,24.69,31.75,2.08,0.0,0.0,56.46,73.18,92.39,34.55,58.81,0.0,73.85,14.84,0.0,0.0,2.08,2.08,36.36,66.67,0.0,28.75,0.4373,0.6803,0.5487,7.258,0.8537
CarryMinati,Jalwa,48,277,33.47,66.25,27.93,43.93,48.31,24.39,27.87,45.83,0.0,0.0,55.0,21.95,37.61,58.11,36.79,0.0,95.0,59.17,8.33,4.17,4.17,0.0,14.02,31.25,6.38,22.96,0.6323,0.7886,0.3862,7.0915,0.883
CarryMinati,Trigger,64,392,34.78,88.97,44.6,68.88,52.88,32.79,42.15,28.57,0.0,0.0,63.77,71.96,40.59,65.83,72.04,0.0,96.88,23.28,3.17,0.0,1.59,1.59,20.8,53.97,11.29,38.88,0.5216,0.7205,0.489,7.395,0.8094
CarryMinati,Vardaan,57,375,30.83,91.03,0.0,62.82,22.59,59.26,0.0,5.26,0.0,0.0,69.12,72.87,76.25,74.95,52.36,0.0,80.75,4.97,1.75,0.0,0.0,0.0,17.19,59.65,0.0,33.75,0.5848,0.778,0.4018,6.9258,0.841
CarryMinati,Warrior,78,445,29.42,91.74,45.76,56.69,34.39,33.82,28.99,10.26,0.0,0.0,51.79,48.23,65.51,52.73,51.54,0.0,81.2,42.31,0.0,0.0,5.13,0.0,27.82,62.82,11.69,30.25,0.5685,0.7142,0.4982,6.8189,0.7485
CarryMinati,Yalgaar,60,383,37.37,73.33,51.21,74.51,48.74,8.33,50.0,15.0,0.0,0.0,73.95,82.59,91.72,30.0,78.65,0.0,67.69,25.62,0.0,0.0,3.33,1.67,25.87,38.33,13.56,44.51,0.503,0.6941,0.5269,5.6629,0.8381
CarryMinati,Zindagi,41,230,27.9,56.25,0.0,79.75,46.63,26.67,34.29,20.0,0.0,0.0,57.25,49.52,28.68,49.7,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.53,25.0,0.0,49.75,0.6657,0.8336,0.3129,5.28,0.9257
Emiway Bantai,Checkmate,62,308,36.68,90.89,21.88,76.27,16.81,14.49,18.63,4.92,0.0,0.0,47.78,21.99,38.33,50.66,15.15,6.56,61.54,29.51,0.0,3.28,1.64,1.64,54.23,59.02,5.0,46.27,0.5332,0.6409,0.5992,7.2795,0.8044
Emiway Bantai,Chusamba,101,620,27.31,93.4,0.0,72.14,21.9,35.29,0.0,7.92,0.99,0.0,59.0,50.57,81.87,64.52,64.96,26.76,86.86,69.06,0.0,3.96,6.93,1.98,33.59,70.3,0.0,42.14,0.5206,0.7198,0.49,7.4788,0.8232
Emiway Bantai,Company,51,308,40.23,94.77,40.83,51.96,29.56,47.62,0.0,9.8,0.0,0.0,65.69,67.77,89.9,88.7,82.62,0.0,66.15,0.0,0.0,0.0,0.0,0.0,32.47,76.47,10.0,27.55,0.5728,0.7347,0.4694,7.9555,0.8261
Emiway Bantai,Dhyan De,76,333,34.25,86.32,17.5,71.94,28.48,17.54,11.28,15.79,0.0,0.0,37.79,59.19,70.76,43.43,34.85,20.92,89.0,53.95,1.32,0.0,5.26,3.95,28.04,51.32,4.0,41.94,0.5532,0.7164,0.4949,8.089,0.749
Emiway Bantai,Firse Machayenge,64,447,38.26,90.28,27.78,89.37,38.51,53.03,0.0,15.62,0.0,0.0,76.89,43.1,80.09,54.66,49.7,0.0,96.88,32.03,3.12,0.0,3.12,0.0,30.52,56.25,6.35,59.37,0.554,0.7442,0.4537,6.6477,0.8312
Emiway Bantai,Freeverse Feast 2,123,793,33.12,91.69,7.17,82.4,16.02,35.4,0.0,4.88,0.0,0.0,67.02,52.88,76.78,57.24,62.49,3.25,89.67,62.6,0.0,7.32,0.81,4.88,46.02,62.6,1.64,52.4,0.4111,0.6341,0.608,7.0599,0.7847
Emiway Bantai,Giraftaar,130,690,34.57,89.62,13.57,90.15,37.27,50.67,25.14,32.31,0.0,0.0,58.9,80.15,73.26,75.6,67.57,3.08,89.75,25.19,0.0,0.0,2.31,3.08,26.9,54.62,3.1,60.59,0.5319,0.7421,0.4569,7.548,0.7912
Emiway Bantai,GUESS,111,678,29.99,93.13,12.04,73.29,15.19,20.08,0.0,6.36,0.0,0.0,53.52,40.04,71.0,29.47,60.19,0.0,94.14,43.64,5.45,2.73,1.82,2.73,43.85,69.09,2.75,43.29,0.409,0.6286,0.6151,7.964,0.7162
Emiway Bantai,HEAL,90,431,30.24,90.62,54.27,66.99,11.08,24.88,0.0,3.33,0.0,0.0,41.72,49.12,65.27,30.84,29.94,0.0,66.15,0.0,0.0,0.0,0.0,0.0,43.93,57.78,14.61,36.99,0.5905,0.7213,0.4879,7.8444,0.8544
Emiway Bantai,Jallad,230,1242,36.09,48.3,59.61,79.53,24.07,44.09,21.16,13.64,0.0,0.0,58.24,81.45,70.14,54.76,43.16,3.48,57.08,30.8,0.0,1.82,3.18,0.45,17.51,20.45,16.44,49.53,0.6616,0.7731,0.4091,6.4615,0.8498
Emiway Bantai,Khatam Hue Waande,93,577,35.99,91.64,23.78,83.32,13.4,14.93,0.0,5.38,0.0,0.0,62.25,66.51,85.48,61.6,37.35,0.0,65.64,24.73,0.0,3.23,1.08,0.0,31.46,62.37,5.43,53.32,0.5461,0.7241,0.4837,7.21,0.8396
Emiway Bantai,Khatam,117,670,32.96,87.99,15.09,90.24,30.36,34.78,9.94,13.68,0.0,0.0,58.41,63.58,76.9,84.58,72.04,35.41,88.14,26.28,0.85,0.85,2.56,0.85,29.3,52.99,3.45,60.96,0.4714,0.678,0.5495,6.8895,0.7164
Emiway Bantai,King Of Indian Hip Hop,209,1484,35.27,93.7,10.57,85.84,36.21,37.23,9.12,17.31,0.0,0.0,75.74,79.81,88.35,71.84,86.07,1.91,84.17,81.92,3.85,0.48,9.13,3.85,37.62,71.63,2.42,55.84,0.4905,0.6828,0.5428,7.5143,0.7936
Emiway Bantai,MACHAYENGE 4,196,1395,30.45,93.99,0.0,80.79,24.8,30.14,4.56,13.27,0.0,0.0,72.49,56.88,82.37,59.35,67.92,4.08,96.39,61.48,5.1,0.51,5.1,4.08,43.23,72.96,0.0,50.79,0.4746,0.6721,0.5576,7.8112,0.7274
Emiway Bantai,No Brands,126,779,39.84,81.83,14.0,85.1,31.26,35.84,0.0,28.57,0.0,0.0,79.57,82.2,93.37,86.24,55.83,0.0,90.2,26.19,0.0,0.0,3.17,0.0,34.66,46.83,3.2,55.1,0.5464,0.7261,0.4808,7.6367,0.8122
Emiway Bantai,Round One,109,647,30.71,52.64,16.2,89.07,22.55,30.77,0.0,7.34,0.0,0.0,61.76,80.74,72.62,65.11,76.06,3.67,59.71,20.64,0.0,1.83,0.0,2.75,76.08,22.94,3.7,59.07,0.2714,0.5222,0.7397,5.4893,0.8615
EPR,ADR / ABR,96,623,31.69,76.67,27.63,100.0,48.91,79.17,10.71,20.83,0.0,0.0,75.23,81.57,92.81,85.58,85.71,8.33,96.07,34.38,0.0,0.0,4.17,0.0,17.06,41.67,6.32,100.0,0.6365,0.7755,0.4054,6.155,0.8495
EPR,Badluram ka badan,85,382,33.61,86.76,42.92,75.31,11.71,12.35,0.0,4.71,0.0,0.0,53.66,81.73,73.92,64.85,57.88,0.0,81.2,3.58,0.0,0.0,0.0,1.18,28.46,51.76,10.71,45.31,0.5148,0.6886,0.5348,7.766,0.7622
EPR,Ekla Cholo Re,51,256,27.86,83.0,0.0,74.96,7.83,23.81,0.0,2.0,0.0,0.0,58.8,82.07,69.49,61.85,74.86,0.0,94.0,0.0,0.0,0.0,0.0,0.0,16.22,48.0,0.0,44.96,0.5503,0.7244,0.485,8.4544,0.8506
EPR,Fibonacci,138,536,28.68,78.48,0.0,83.74,13.77,8.85,0.0,7.97,0.0,0.0,50.52,82.39,79.5,7.58,72.88,0.0,98.57,23.79,0.0,0.0,0.72,3.62,52.72,43.48,0.0,53.74,0.3177,0.559,0.6992,7.3671,0.5765
EPR,Koi Gham Nahi,46,336,38.99,92.27,29.17,91.22,25.31,34.48,0.0,8.7,0.0,0.0,79.17,69.25,94.16,49.14,85.34,0.0,72.82,22.28,0.0,0.0,4.35,0.0,26.11,65.22,6.67,64.89,0.7389,0.8439,0.2942,6.2561,0.9594
EPR,Q,53,359,29.15,94.02,0.0,90.04,17.22,66.67,0.0,1.92,0.0,0.0,81.03,83.38,90.29,60.62,91.96,0.0,97.92,6.25,0.0,1.92,0.0,0.0,42.2,73.08,0.0,60.17,0.3613,0.6175,0.6309,7.3896,0.7484
EPR,Raastamahn,51,268,28.3,92.59,0.0,79.47,22.67,57.14,0.0,5.88,0.0,0.0,78.64,83.74,78.0,59.17,87.14,15.69,93.0,0.0,0.0,0.0,0.0,0.0,44.62,66.67,0.0,49.47,0.3869,0.6081,0.6428,8.2786,0.7616
EPR,Srini Bana EPR,38,283,29.29,92.19,44.07,100.0,28.12,64.52,0.0,10.81,0.0,0.0,79.49,79.29,100.0,85.16,92.35,30.88,98.33,55.41,0.0,0.0,2.7,8.11,54.8,64.86,11.11,100.0,0.3626,0.6018,0.656,6.9447,0.6782
Hanumankind,Big Dawgs,74,620,24.72,90.39,11.99,86.95,25.46,43.01,0.0,12.16,0.0,0.0,68.38,29.43,93.43,34.7,85.59,54.53,91.4,58.11,1.35,6.76,0.0,4.05,78.11,56.76,2.74,56.95,0.2605,0.4712,0.7911,4.2688,0.4409
Hanumankind,Holiday,53,341,41.97,96.65,45.32,63.55,30.71,0.0,0.0,20.75,0.0,0.0,67.55,73.7,93.37,61.35,30.77,0.0,51.6,37.85,0.0,0.0,5.66,0.0,43.89,84.91,11.54,34.17,0.5511,0.7406,0.4602,7.6129,0.9093
Hanumankind,Run It Up,256,1219,27.37,24.61,22.3,73.31,8.66,6.94,0.0,5.47,0.0,0.0,42.04,80.93,50.58,37.74,24.88,3.12,89.82,14.36,1.17,0.0,1.17,1.17,90.0,8.2,5.1,43.31,0.2606,0.4767,0.7858,5.1232,0.4696
Hanumankind,Taste the Thunder,104,514,30.22,61.3,45.65,68.27,14.24,17.78,0.0,5.77,0.0,0.0,42.55,46.55,67.45,12.5,22.92,0.0,74.87,43.51,0.0,0.0,4.81,1.92,70.14,27.88,11.65,38.27,0.3721,0.5446,0.7154,5.2924,0.6854
JTrix,Banger Pro Max,67,459,28.64,94.1,27.78,75.38,18.2,24.69,0.0,9.38,0.0,0.0,64.92,29.0,61.25,39.63,54.47,23.71,80.6,31.25,4.69,1.56,0.0,1.56,42.47,73.44,6.35,45.38,0.4147,0.6003,0.6504,6.1147,0.7076
JTrix,Blow Up,58,405,33.04,96.49,7.81,96.4,19.4,36.04,0.0,5.26,0.0,0.0,64.64,43.14,90.11,69.29,72.74,7.02,72.31,21.49,0.0,0.0,1.75,3.51,41.77,84.21,1.79,85.62,0.5148,0.6838,0.5419,8.0343,0.8584
JTrix,Bohot Sahi,76,533,32.91,87.63,35.0,70.13,43.54,38.65,0.0,36.84,0.0,0.0,71.68,49.12,74.61,68.32,37.35,5.26,90.0,61.84,2.63,0.0,5.26,6.58,25.16,52.63,8.0,40.13,0.5948,0.7552,0.4369,7.1577,0.8283
JTrix,Ek Tarfa,36,180,39.48,41.67,12.5,60.23,12.36,27.78,0.0,2.78,0.0,0.0,49.14,81.6,27.22,42.63,72.04,0.0,83.0,9.9,0.0,0.0,2.78,0.0,11.39,16.67,2.86,32.27,0.5623,0.7693,0.4199,6.846,0.9203
JTrix,Jazbaat,60,257,35.69,53.33,46.27,37.72,10.74,18.52,0.0,3.33,0.0,0.0,38.33,47.11,60.93,64.64,15.87,0.0,67.69,5.94,0.0,0.0,1.67,0.0,8.42,23.33,11.86,19.41,0.5844,0.7868,0.3874,9.3749,0.9241
JTrix,Kaala,48,387,36.27,90.54,9.51,93.2,41.7,56.74,0.0,25.53,0.0,0.0,81.51,52.3,90.96,83.72,71.59,0.0,89.75,58.16,8.51,0.0,4.26,2.13,34.09,57.45,2.17,72.79,0.4683,0.6604,0.5762,6.9235,0.7269
JTrix,Kalaakaar,72,430,33.88,90.61,0.0,89.19,41.02,29.85,0.0,45.07,0.0,0.0,63.79,67.02,87.74,70.8,74.01,0.0,97.17,46.13,2.82,0.0,4.23,2.82,34.23,57.75,0.0,59.19,0.5151,0.7069,0.5088,7.5359,0.755
JTrix,Khayaal,36,212,28.77,87.78,0.0,72.81,38.67,15.87,0.0,13.89,0.0,0.0,53.89,70.22,55.0,29.22,35.15,0.0,83.0,0.0,0.0,0.0,0.0,0.0,26.09,52.78,0.0,42.81,0.602,0.7733,0.4134,7.287,0.883
JTrix,Kya Scene,51,415,26.84,96.44,0.0,74.45,34.52,49.02,0.0,14.0,0.0,0.0,72.7,15.61,94.75,75.36,58.81,37.5,80.0,69.67,4.0,0.0,0.0,10.0,40.3,84.0,0.0,44.45,0.482,0.7063,0.5114,7.1722,0.8464
JTrix,Mast,77,553,26.9,95.32,29.17,92.71,27.82,20.2,12.99,14.47,0.0,0.0,71.7,20.69,90.41,82.5,71.23,15.79,74.73,64.65,5.26,0.0,5.26,6.58,37.57,78.95,6.67,70.84,0.5075,0.7019,0.5159,6.7329,0.7626
JTrix,Masti Nahi,39,350,34.84,95.44,11.51,93.37,12.31,34.19,0.0,2.56,0.0,0.0,91.15,58.14,96.06,86.03,74.47,0.0,92.75,80.53,2.56,0.0,7.69,7.69,38.05,79.49,2.63,73.49,0.5395,0.728,0.4824,7.2099,0.7866
JTrix,Mera Naam,39,243,36.14,94.87,65.39,59.32,23.99,0.0,0.0,7.69,0.0,0.0,64.36,80.85,83.46,67.79,84.02,0.0,78.97,9.13,0.0,0.0,2.56,0.0,33.72,76.92,18.42,31.76,0.4907,0.7348,0.4722,7.375,0.9454
JTrix,Muskura,72,528,35.21,91.86,6.25,95.17,46.43,61.22,0.0,22.54,0.0,0.0,75.89,60.92,91.63,74.3,70.52,11.27,73.85,17.25,0.0,0.0,1.41,2.82,23.61,63.38,1.43,80.67,0.6105,0.7491,0.4463,6.923,0.8526
JTrix,One and Only,79,493,28.25,93.73,0.0,94.59,35.35,24.69,37.04,8.97,0.0,0.0,62.5,34.97,81.62,55.94,81.88,5.13,77.44,95.33,47.44,0.0,2.56,6.41,35.22,71.79,0.0,78.38,0.4495,0.6484,0.5894,7.597,0.7371
JTrix,Pehchaan,61,439,34.21,90.37,14.83,90.79,28.57,36.23,0.0,13.33,0.0,0.0,65.67,28.24,75.0,84.42,53.21,0.0,76.92,18.33,3.33,0.0,1.67,0.0,20.39,56.67,3.39,63.16,0.587,0.7593,0.4306,6.6448,0.8385
JTrix,Sharaab,62,362,40.49,91.76,35.57,76.92,22.77,8.55,0.0,11.29,0.0,0.0,59.65,54.6,92.07,92.15,47.22,0.0,49.2,32.36,0.0,0.0,4.84,0.0,21.07,62.9,8.2,46.92,0.5873,0.756,0.4357,7.6657,0.885
JTrix,Sort Hai,75,494,35.63,94.29,5.99,71.95,36.83,21.51,0.0,24.32,0.0,0.0,58.78,20.2,91.25,22.42,33.02,5.41,95.17,44.37,0.0,0.0,1.35,6.76,42.03,74.32,1.37,41.95,0.459,0.6527,0.5837,8.0188,0.7588
JTrix,Streets,51,431,36.64,96.89,8.93,87.01,43.15,80.0,0.0,20.0,0.0,0.0,82.5,42.77,96.72,87.23,85.87,0.0,95.5,53.0,6.0,0.0,2.0,6.0,39.78,86.0,2.04,57.01,0.455,0.6659,0.568,7.8449,0.7365
JTrix,Tehelka,82,458,26.91,91.94,5.54,79.54,20.99,38.46,0.0,10.0,0.0,0.0,46.33,31.49,78.97,56.31,79.97,4.94,96.25,43.54,0.0,0.0,2.5,6.25,40.59,63.75,1.27,49.54,0.4461,0.6606,0.5731,8.5419,0.7281
JTrix,Zindagi,41,230,27.9,56.25,0.0,79.75,46.63,26.67,34.29,20.0,0.0,0.0,57.25,49.52,28.68,49.7,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.53,25.0,0.0,49.75,0.6657,0.8336,0.3129,5.28,0.9257
Karma,Airplane Mode,97,627,30.77,90.61,4.56,78.49,7.56,27.49,0.0,1.03,0.0,0.0,56.7,35.56,70.27,19.74,49.27,0.0,90.29,57.88,6.19,2.06,4.12,5.15,61.33,57.73,1.04,48.49,0.4101,0.6076,0.6415,6.0144,0.7455
Karma,Baba Yaga,94,441,25.85,93.85,14.11,68.77,22.05,44.44,14.29,3.19,0.0,0.0,43.49,8.82,71.44,0.0,11.49,4.26,79.38,58.78,4.26,0.0,5.32,3.19,53.71,72.34,3.23,38.77,0.4446,0.6659,0.566,7.6248,0.7875
Karma,Basic Bars 2,50,327,25.27,92.44,0.0,78.27,23.05,60.0,0.0,8.0,0.0,0.0,60.61,39.21,76.25,58.11,46.27,0.0,97.78,53.0,4.0,0.0,4.0,6.0,34.03,66.0,0.0,48.27,0.5555,0.716,0.4974,7.3468,0.7832
Karma,Basic Bars,50,327,25.27,92.44,0.0,78.27,23.05,60.0,0.0,8.0,0.0,0.0,60.61,39.21,76.25,58.11,46.27,0.0,97.78,53.0,4.0,0.0,4.0,6.0,34.03,66.0,0.0,48.27,0.5555,0.716,0.4974,7.3468,0.7832
Karma,Beat Do,105,524,24.47,84.52,12.62,64.88,17.44,53.5,0.0,3.81,0.0,0.0,42.22,37.68,68.94,61.6,9.95,0.0,82.5,40.95,0.95,0.0,3.81,3.81,35.31,49.52,2.88,34.93,0.4764,0.679,0.5481,8.9755,0.7813
Karma,Best Nai,73,491,34.54,93.61,12.15,77.59,37.27,37.63,13.82,19.18,0.0,0.0,66.58,32.17,79.03,58.36,41.86,0.0,90.8,56.16,0.0,4.11,5.48,1.37,32.61,71.23,2.78,47.59,0.5255,0.6864,0.5378,7.3688,0.7863
Karma,Catchy Hook,115,658,30.91,90.14,26.86,73.72,17.62,18.73,9.63,6.09,0.0,0.0,49.12,42.53,57.43,39.49,28.02,3.48,66.81,26.74,0.0,0.0,2.61,2.61,53.62,55.65,6.14,43.72,0.4114,0.6288,0.6148,6.5768,0.7274
Karma,COMPLICATED,64,432,23.42,96.47,28.23,75.08,28.21,38.76,19.93,4.76,0.0,0.0,62.54,20.0,75.33,40.19,78.1,0.0,78.97,16.27,0.0,0.0,3.17,0.0,50.33,84.13,6.45,45.08,0.4611,0.685,0.5398,8.5616,0.8212
Karma,Fate,78,456,30.05,85.0,34.09,74.23,26.92,22.99,0.0,12.82,0.0,0.0,54.0,39.41,78.33,59.29,11.9,0.0,92.0,9.13,0.0,0.0,1.28,1.28,29.32,50.0,7.79,44.23,0.5169,0.7023,0.5153,7.462,0.8195
Karma,Fearless,34,254,46.16,98.69,26.52,47.8,65.77,92.59,47.62,11.76,0.0,0.0,80.81,81.38,65.59,35.35,69.31,0.0,44.67,8.95,0.0,0.0,0.0,2.94,34.22,94.12,6.06,25.17,0.6321,0.7961,0.3773,7.6613,0.9376
Karma,Gangster,62,373,29.84,88.23,0.0,91.21,21.13,48.61,17.86,3.23,0.0,0.0,62.88,34.57,66.19,77.09,57.52,0.0,76.92,65.89,6.45,0.0,3.23,8.06,45.81,53.23,0.0,64.83,0.4887,0.6379,0.6031,6.7421,0.8145
